id,name,kana,description,rarity,group_id,group_rate,grade_value,category,tag_id,icon_id,need_skill_point,detail_url,icon_url
202292,冴える思考,サエルシコウ,スキルで持久力を回復していると\nレース中盤始めの方に後方で\n速度がわずかに上がる＜ダート＞,1,20229,1,217,2,302/401/502,20011,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202292,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202301,優雅な砂浴び,ユウガナスナアビ,前のウマ娘のすぐ後ろに付けると\n速度が上がる＜ダート＞,2,20230,2,508,4,401/502,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202301,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202302,砂浴び○,スナアビ○,前のウマ娘のすぐ後ろに付けると\n速度がわずかに上がる＜ダート＞,1,20230,1,217,4,401/502,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202302,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202303,砂浴び×,スナアビ×,前のウマ娘のすぐ後ろに付けると\n速度が少し下がる＜ダート＞,1,20230,-1,-262,4,401/502,20014,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202303,https://static.kouryaku.tools/umamusume/images/skills/20014/icon.png?width=96&height=96
202311,目指せセンター！,メザセセンター！,レース終盤に前方にいると\n加速力が上がる＜ダート＞,2,20231,2,508,3,303/403/502,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202311,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202312,意気込み十分,イキゴミジュウブン,レース終盤に前方にいると\n加速力がわずかに上がる＜ダート＞,1,20231,1,217,3,303/403/502,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202312,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202321,爆走モード！,バクソウモード！,レース終盤に中団以降にいると\n加速力が上がる＜ダート＞,2,20232,2,508,3,303/403/502,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202321,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202322,急浮上,キュウフジョウ,レース終盤に中団以降にいると\n加速力がわずかに上がる＜ダート＞,1,20232,1,217,3,303/403/502,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202322,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202331,抜群の踏み込み,バツグンノフミコミ,パワーが十分に強いとスピードが上がる\nパワーが十二分に仕上がっている場合は\nすごく上がる＜ダート＞,2,20233,2,461,0,401/502/610/614,10012,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202331,https://static.kouryaku.tools/umamusume/images/skills/10012/icon.png?width=96&height=96
202332,踏み込み上手,フミコミジョウズ,パワーが十分に強いとスピードがわずか\nに上がる、パワーが十二分に仕上がって\nいる場合は少し上がる＜ダート＞,1,20233,1,174,0,401/502/610/614,10011,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202332,https://static.kouryaku.tools/umamusume/images/skills/10011/icon.png?width=96&height=96
202341,泥んこマイスター,ドロンコマイスター,バ場状態が重か不良のレースが\n得意になりスピードとパワーが上がる\n＜ダート＞,2,20234,3,461,0,401/403/502/601/610,10012,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202341,https://static.kouryaku.tools/umamusume/images/skills/10012/icon.png?width=96&height=96
202342,泥遊び◎,ドロアソビ◎,バ場状態が重か不良のレースが\n得意になりスピードが上がる\n＜ダート＞,1,20234,2,174,0,401/502/601/610,10011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202342,https://static.kouryaku.tools/umamusume/images/skills/10011/icon.png?width=96&height=96
202343,泥遊び○,ドロアソビ○,バ場状態が重か不良のレースが\n得意になりスピードが少し上がる\n＜ダート＞,1,20234,1,129,0,401/502/601/610,10011,90,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202343,https://static.kouryaku.tools/umamusume/images/skills/10011/icon.png?width=96&height=96
202344,泥遊び×,ドロアソビ×,バ場状態が重か不良のレースが\n苦手になりスピードが少し下がる\n＜ダート＞,1,20234,-1,-129,0,401/502,10014,50,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202344,https://static.kouryaku.tools/umamusume/images/skills/10014/icon.png?width=96&height=96
202351,砂上の舞姫,サジョウノマイヒメ,レース序盤に先頭にいるとき\nすぐ後ろにいるウマ娘の速度が下がる\n＜ダート＞,2,20235,2,461,1,301/406/502,30012,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202351,https://static.kouryaku.tools/umamusume/images/skills/30012/icon.png?width=96&height=96
202352,土煙,ツチケムリ,レース序盤に先頭にいるとき\nすぐ後ろにいるウマ娘の速度が\nわずかに下がる＜ダート＞,1,20235,1,174,1,301/406/502,30011,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202352,https://static.kouryaku.tools/umamusume/images/skills/30011/icon.png?width=96&height=96
202361,油断大敵,ユダンタイテキ,レース後半に息を入れたウマ娘を\n萎縮させる＜ダート＞,2,20236,2,508,4,406/502,30012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202361,https://static.kouryaku.tools/umamusume/images/skills/30012/icon.png?width=96&height=96
202362,圧迫感,アッパクカン,レース後半に息を入れたウマ娘を\nわずかに萎縮させる＜ダート＞,1,20236,1,217,4,406/502,30011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202362,https://static.kouryaku.tools/umamusume/images/skills/30011/icon.png?width=96&height=96
202371,アンストッパブル,,レース中盤に速度が上がる\n＜作戦・先行＞,2,20237,2,508,2,102/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202371,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202372,攻めの姿勢,セメノシセイ,レース中盤に速度がわずかに上がる\n＜作戦・先行＞,1,20237,1,217,2,102/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202372,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202381,ブレイクスルー,,レース中盤に後方にいると速度が上がり\nコース取りがうまくなる＜作戦・追込＞,2,20238,2,508,2,104/302/401/403,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202381,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202382,打開策,ダカイサク,レース中盤に後方にいると\n速度がわずかに上がり、コース取りが\nわずかにうまくなる＜作戦・追込＞,1,20238,1,217,2,104/302/401/403,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202382,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202391,出力1000％！,シュツリョクセンパーセント！,レース中盤始めの方に\n持久力をすごく使って\n速度をすごく上げる＜作戦・逃げ＞,2,20239,2,508,2,101/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202391,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202392,しゃかりき,シャカリキ,レース中盤始めの方に\n持久力をすごく使って\n速度を少し上げる＜作戦・逃げ＞,1,20239,1,217,2,101/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202392,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202401,電光石火,デンコウセッカ,レース終盤以降に\n後方で追い抜こうとすると\n加速力が上がる＜短距離/マイル＞,2,20240,2,508,3,201/202/303/403,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202401,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202402,一足飛び,イッソクトビ,レース終盤以降に\n後方で追い抜こうとすると\n加速力がわずかに上がる\n＜短距離/マイル＞,1,20240,1,217,3,201/202/303/403,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202402,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202411,風雲の志,フウウンノココロザシ,レース終盤目前、2番手以降に控えて\n先頭から2バ身以内だとしばらくの間\n速度が少し上がる＜作戦・先行＞,2,20241,2,508,2,102/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202411,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202412,向上心,コウジョウシン,レース終盤目前、2番手以降に控えて\n先頭から2バ身以内だとしばらくの間\n速度がちょっと上がる＜作戦・先行＞,1,20241,1,217,2,102/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202412,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202421,無我夢中,ムガムチュウ,ラストスパートの最中なら\n中団以降にいると持久力を少し使って\n加速力が上がる\n＜差し・長距離＞,2,20242,2,508,3,103/204/303/403,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202421,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202422,がむしゃら,ガムシャラ,ラストスパートの最中なら\n中団以降にいると持久力を少し使って\n加速力がわずかに上がる\n＜差し・長距離＞,1,20242,1,217,3,103/204/303/403,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202422,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202431,快進撃,カイシンゲキ,終盤が迫ったとき先頭にいるか\n先頭から4バ身以内だと速度と加速力が\n少し上がる＜先行・中距離＞,2,20243,2,508,2,102/203/302/401/403,20012,170,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202431,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202432,確かな足取り,タシカナアシドリ,終盤が迫ったとき先頭にいるか\n先頭から4バ身以内だと速度と加速力が\nちょっと上がる＜先行・中距離＞,1,20243,1,217,2,102/203/302/401/403,20011,170,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202432,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202441,勝負師,ショウブシ,レースでたまにさらなる力を発揮し\nスピード、パワー、根性がすごく上がる\n人気が低いと力を発揮しやすくなる,2,20244,2,508,0,401/403/404/611,10012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202441,https://static.kouryaku.tools/umamusume/images/skills/10012/icon.png?width=96&height=96
202442,やまっけ,ヤマッケ,レースでごくまれにさらなる力を発揮し\nスピード、パワー、根性が少し上がる\n人気が低いと力を発揮しやすくなる,1,20244,1,217,0,401/403/404/611,10011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202442,https://static.kouryaku.tools/umamusume/images/skills/10011/icon.png?width=96&height=96
202451,トップギア,,最終直線で2番手以降で\n先頭から4バ身以内にいると\n速度がすごく上がる＜作戦・差し＞,2,20245,2,508,3,103/303/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202451,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202452,キレる脚,キレルアシ,最終直線で2番手以降で\n先頭から4バ身以内にいると\n速度が少し上がる＜作戦・差し＞,1,20245,1,217,3,103/303/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202452,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202461,踏ませぬ影,フマセヌカゲ,最終直線で先頭のとき後ろ1バ身以内に\nウマ娘がいると速度がすごく上がる\n＜作戦・逃げ＞,2,20246,2,508,3,101/303/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202461,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202462,粘り腰,ネバリコシ,最終直線で先頭のとき後ろ1バ身以内に\nウマ娘がいると速度が少し上がる\n＜作戦・逃げ＞,1,20246,1,217,3,101/303/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202462,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202471,猛追,モウツイ,レース後半に追い抜こうとすると\n速度が上がる＜先行/差し＞,2,20247,2,508,4,102/103/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202471,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202472,食らいつき,クライツキ,レース後半に追い抜こうとすると\n速度がわずかに上がる＜先行/差し＞,1,20247,1,217,4,102/103/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202472,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202481,怪物,カイブツ,レース終盤目前に先頭か先頭から4バ身\n以内につけると、レース終盤に\n加速力が上がる＜先行・長距離＞,2,20248,2,508,3,102/204/303/403,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202481,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202482,本領発揮,ホンリョウハッキ,レース終盤目前に先頭か先頭から4バ身\n以内につけると、レース終盤に加速力が\nわずかに上がる＜先行・長距離＞,1,20248,1,217,3,102/204/303/403,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202482,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202491,抜群の切れ味,バツグンノキレアジ,レース終盤突入時まで掛からず後方に\n控え続けていると、終盤始めの方で\n加速力が上がる＜作戦・追込＞,2,20249,2,508,3,104/303/403,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202491,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202492,切れ味,キレアジ,レース終盤突入時まで掛からず後方に\n控え続けていると、終盤始めの方で\n加速力がわずかに上がる＜作戦・追込＞,1,20249,1,217,3,104/303/403,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202492,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202501,遮二無二,シャニムニ,レース終盤が迫ったとき前方にいると\n速度が上がる＜マイル＞,2,20250,2,508,2,202/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202501,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202502,向こう見ず,ムコウミズ,レース終盤が迫ったとき前方にいると\n速度がわずかに上がる＜マイル＞,1,20250,1,217,2,202/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202502,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202511,1番人気でヤバたん,イチバンニンキデヤバタン,新聞を読んで意気込んでしまい、\n少し掛かりやすくなる,1,20251,-1,-174,0,405,10054,0,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202511,https://static.kouryaku.tools/umamusume/images/skills/10054/icon.png?width=96&height=96
202521,天衣無縫,テンイムホウ,最終コーナー前の第3コーナーで\n後ろの方にいると前に出る\n＜中距離/長距離＞,2,20252,2,508,4,203/204/403,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202521,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202522,型破り,カタヤブリ,最終コーナー前の第3コーナーで\n後ろの方にいるとわずかに前に出る\n＜中距離/長距離＞,1,20252,1,217,4,203/204/403,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202522,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202531,優位形成,ユウイケイセイ,レース中盤に速度が上がる\n＜マイル/中距離＞,2,20253,2,508,2,202/203/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202531,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202532,しとやかな足取り,シトヤカナアシドリ,レース中盤に速度がわずかに上がる\n＜マイル/中距離＞,1,20253,1,217,2,202/203/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202532,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202541,威風堂々,イフウドウドウ,最終コーナーで中団以降だと\n前後3人ずつの速度をわずかに下げ\n自分の速度を上げる＜作戦・差し＞,2,20254,2,508,3,103/303/401/406,20012,190,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202541,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202542,プレッシャー,,最終コーナーで中団以降だと前後3人\nずつの速度をほんのわずかに下げ、自分\nの速度をわずかに上げる＜作戦・差し＞,1,20254,1,217,3,103/303/401/406,20011,190,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202542,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202551,神速,シンソク,レース後半に前に出て\n持久力をわずかに回復する,2,20255,2,633,4,402/403,20012,200,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202551,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202552,快速,カイソク,レース後半にわずかに前に出て\n持久力をほんのわずかに回復する,1,20255,1,263,4,402/403,20011,200,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202552,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202561,一発必中,イッパツヒッチュウ,レース終盤が迫ったとき後方にいると\n速度が上がる＜長距離＞,2,20256,2,508,2,204/302/401,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202561,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202562,ロックオン,,レース終盤が迫ったとき後方にいると\n速度がわずかに上がる＜長距離＞,1,20256,1,217,2,204/302/401,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202562,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202571,未来を拓く奇跡,ミライヲヒラクキセキ,更なる奇跡を起こすべく\nレース終盤に加速力が上がる＜短距離＞,2,20257,1,508,3,201/303/403,20042,,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202571,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202581,脱兎の先へ,ダットノサキヘ,レース中盤に持久力を回復し\n速度が少し上がる＜長距離＞,2,20258,2,633,2,204/302/401/402,20022,200,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202581,https://static.kouryaku.tools/umamusume/images/skills/20022/icon.png?width=96&height=96
202582,脇目も振らず,ワキメモフラズ,レース中盤に持久力をわずかに回復し\n速度がちょっと上がる＜長距離＞,1,20258,1,263,2,204/302/401/402,20021,200,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202582,https://static.kouryaku.tools/umamusume/images/skills/20021/icon.png?width=96&height=96
202591,一気呵成,イッキカセイ,レース終盤始めの方で\n余力十分なら前に出る\n＜差し・長距離＞,2,20259,2,508,3,103/204/303/403,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202591,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202592,大急ぎ,オオイソギ,レース終盤始めの方で\n余力十分ならわずかに前に出る\n＜差し・長距離＞,1,20259,1,217,3,103/204/303/403,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202592,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202601,ルミネセンス,,レース中にスキルを13回発動すると\n前に出る＜中距離＞,2,20260,2,508,4,203/403,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202601,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202602,イグニッション,,レース中にスキルを13回発動すると\nわずかに前に出る＜中距離＞,1,20260,1,217,4,203/403,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202602,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202611,インスピレーション,,レース中盤が迫ったとき\n中団以降にいると速度が上がる\n＜作戦・差し＞,2,20261,2,508,1,103/301/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202611,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202612,溢れる情熱,アフレルジョウネツ,レース中盤が迫ったとき\n中団以降にいると速度がわずかに上がる\n＜作戦・差し＞,1,20261,1,217,1,103/301/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202612,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202621,突撃魂,トツゲキダマシイ,レース終盤が迫ったとき\n中団以降にいると速度が上がる\n＜作戦・差し＞,2,20262,2,508,2,103/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202621,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202622,進出開始,シンシュツカイシ,レース終盤が迫ったとき\n中団以降にいると速度がわずかに上がる\n＜作戦・差し＞,1,20262,1,217,2,103/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202622,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202641,千里の道,センリノミチ,レース中盤に中団にいると\nしばらくの間速度が少し上がる\n＜作戦・差し＞,2,20264,2,508,2,103/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202641,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202642,一歩から,イッポカラ,レース中盤に中団にいると\nしばらくの間速度がちょっと上がる\n＜作戦・差し＞,1,20264,1,217,2,103/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202642,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202651,雲蒸竜変,ウンジョウリュウヘン,スピードとパワーが十分に強いと\nスピードとパワーが上がる\n＜マイル/中距離＞,2,20265,2,508,0,202/203/401/403/614,10012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202651,https://static.kouryaku.tools/umamusume/images/skills/10012/icon.png?width=96&height=96
202652,自信家,ジシンカ,スピードとパワーが十分に強いと\nスピードとパワーがわずかに上がる\n＜マイル/中距離＞,1,20265,1,217,0,202/203/401/403/614,10011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202652,https://static.kouryaku.tools/umamusume/images/skills/10011/icon.png?width=96&height=96
202661,昂る鼓動,タカブルコドウ,レース終盤始めの方に中団にいると\n前に出る＜中距離/長距離＞,2,20266,2,508,3,203/204/303/403,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202661,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202662,込み上げる熱,コミアゲルネツ,レース終盤始めの方に中団にいると\nわずかに前に出る＜中距離/長距離＞,1,20266,1,217,3,203/204/303/403,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202662,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202671,ハイボルテージ,,レース終盤始めの方で前方にいると\n加速力が上がる＜マイル＞,2,20267,2,508,3,202/303/403,20042,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202671,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202672,心弾んで,ココロハズンデ,レース終盤始めの方で前方にいると\n加速力がわずかに上がる＜マイル＞,1,20267,1,217,3,202/303/403,20041,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202672,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202681,ブチ☆アゲ↑バイブス,,レース中盤に速度が上がり\n持久力を少し回復する＜長距離＞,2,20268,2,633,2,204/302/401/402,20012,200,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202681,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202682,バイブス上昇,バイブスジョウショウ,レース中盤に速度がわずかに上がり\n持久力をちょっと回復する＜長距離＞,1,20268,1,263,2,204/302/401/402,20011,200,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202682,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202691,誰より前へ！,ダレヨリマエヘ！,スタート時に加速力が上がる\n＜中距離＞,2,20269,2,334,1,203/301/403,20042,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202691,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202692,一番乗り,イチバンノリ,スタート時に加速力がわずかに上がる\n＜中距離＞,1,20269,1,217,1,203/301/403,20041,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202692,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202701,シンギュラリティ,,スピードが十二分に高いとスピードが\n上がる、賢さも十二分ならスピードが\nすごく上がる＜先行・中距離＞,2,20270,2,461,0,102/203/401/614,10012,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202701,https://static.kouryaku.tools/umamusume/images/skills/10012/icon.png?width=96&height=96
202702,探求心,タンキュウシン,スピードが十二分に高いとスピードが\nわずかに上がる、賢さも十二分なら\nスピードが少し上がる＜先行・中距離＞,1,20270,1,174,0,102/203/401/614,10011,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202702,https://static.kouryaku.tools/umamusume/images/skills/10011/icon.png?width=96&height=96
202711,王手,オウテ,終盤以降の最終コーナーで\n中団以前にいる時ゴールまで遠いと\n加速力が上がる＜先行/差し＞,2,20271,2,508,3,102/103/303/403,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202711,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
202712,会心の一歩,カイシンノイッポ,終盤以降の最終コーナーで\n中団以前にいる時ゴールまで遠いと\n加速力がわずかに上がる＜先行/差し＞,1,20271,1,217,3,102/103/303/403,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202712,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
202721,ネバーギブアップ,,レース中盤のコーナーで\nしばらくの間速度が少し上がる,2,20272,2,508,2,302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202721,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202722,折れない心,オレナイココロ,レース中盤のコーナーで\nしばらくの間速度がちょっと上がる,1,20272,1,217,2,302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202722,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
202731,ロンシャンレース場◎,ロンシャンレースジョウ◎,ロンシャンレース場が得意になる,1,20273,2,174,0,402/604,10021,90,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202731,https://static.kouryaku.tools/umamusume/images/skills/10021/icon.png?width=96&height=96
202732,ロンシャンレース場○,ロンシャンレースジョウ○,ロンシャンレース場が少し得意になる,1,20273,1,129,0,402/604,10021,70,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202732,https://static.kouryaku.tools/umamusume/images/skills/10021/icon.png?width=96&height=96
202733,ロンシャンレース場×,ロンシャンレースジョウ×,ロンシャンレース場が少し苦手になる,1,20273,-1,-129,0,402,10024,40,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202733,https://static.kouryaku.tools/umamusume/images/skills/10024/icon.png?width=96&height=96
202734,ロンシャンの申し子,ロンシャンノモウシゴ,ロンシャンレース場が得意になり\nスタミナ、賢さ、スピードが上昇する,2,20273,3,461,0,401/402/405/604,10022,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202734,https://static.kouryaku.tools/umamusume/images/skills/10022/icon.png?width=96&height=96
202741,十全十美,ジュウゼンジュウビ,最終コーナー前の第3コーナーで\n前の方にいると前に出る\n＜マイル/中距離＞,2,20274,2,508,4,202/203/403,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202741,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
202742,品行方正,ヒンコウホウセイ,最終コーナー前の第3コーナーで\n前の方にいるとわずかに前に出る\n＜マイル/中距離＞,1,20274,1,217,4,202/203/403,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/202742,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
